TechID,ModeID,VehTypeID,MassCatID,FuelID,EngineID,TransTypeID,Availability,Final_Year,HybridFlag,spec_energ_consump,spec_energ_electric,noise_class,PurchasePrice,ExpectedLifeFactor,Capacity,AveEconLife,SecondHandImportFlag,note
731,1,4,12,12,15,1,2015,2020,0,93.12526703,,2,176451.7188,1,39,15,0,
750,1,4,11,12,7,1,2015,2025,0,53.78707886,,2,85000,1,10,15,0,
780,1,4,11,12,8,1,2025,2035,0,48.64406967,,2,69451.1875,1,10,15,0,
781,1,4,11,12,9,1,2035,,0,43.99282074,,2,62810.41016,1,10,15,0,
810,1,4,11,2,5,1,2000,2005,0,31.30002022,,1,62752,1,10,15,0,
811,1,4,11,8,8,1,2005,2015,0,37.7560997,,1,65890,1,10,15,0,
812,1,4,11,8,9,1,2015,,0,36.04302979,,1,65890,1,10,15,0,
850,1,4,11,2,6,1,2005,2009,0,29.79121971,,1,62752,1,10,15,0,
852,1,4,11,2,6,1,2005,2009,1,18.03689957,,1,75300,1,10,15,0,
853,1,4,11,7,6,1,2005,2009,0,26.27928925,,1,67998,1,10,15,0,
854,1,4,11,13,13,1,2010,,0,180.7355042,,0,93750,1,10,15,0,
855,1,3,1,12,21,1,2045,,0,6.443470955,,2,12000,1,5,12,0,
856,1,3,2,13,13,1,2020,2029,0,43.47058868,,2,50000,1,5,12,0,
857,1,4,11,7,14,1,2009,2015,0,25.65443993,,1,67998,1,10,15,0,
858,1,4,11,7,15,1,2015,2020,0,25.10774994,,1,67321,1,10,15,0,
859,1,4,11,7,16,1,2020,2025,0,24.49360085,,1,66650,1,10,15,0,
860,1,4,11,7,17,1,2025,2030,0,23.88735008,,1,65986,1,10,15,0,
861,1,4,11,7,18,1,2030,2035,0,23.29608917,,1,65329,1,10,15,0,
862,1,4,11,7,19,1,2035,2040,0,22.71949005,,1,64678,1,10,15,0,
863,1,4,11,7,20,1,2040,2045,0,22.15715027,,1,64034,1,10,15,0,
864,1,4,11,7,21,1,2045,,0,21.60873032,,1,63396,1,10,15,0,
865,1,4,11,2,14,1,2009,2015,1,17.69522095,,1,70000,1,10,15,0,
866,1,4,11,2,15,1,2015,2020,1,17.22949982,,1,68000,1,10,15,0,
867,1,4,11,2,16,1,2020,2025,1,16.80788994,,1,65890,1,10,15,0,
868,1,4,11,2,17,1,2025,2030,1,16.39188004,,1,65890,1,10,15,0,
869,1,4,11,2,18,1,2030,2035,1,15.98616028,,1,65890,1,10,15,0,
870,1,4,12,2,1,1,1980,1992,0,52.99494934,,0,125504,1,39,15,0,
871,1,4,11,2,19,1,2035,2040,1,15.59047985,,1,65890,1,10,15,0,
872,1,4,11,2,20,1,2040,2045,1,15.20460033,,1,65890,1,10,15,0,
873,1,4,11,2,21,1,2045,,1,14.82826042,,1,65890,1,10,15,0,
890,1,4,12,2,14,1,2009,2015,0,39.35366058,,0,125504,1,39,15,0,
940,1,4,12,12,16,1,2020,2025,0,88.56123352,,2,159498.3906,1,39,15,0,
941,1,4,12,12,17,1,2025,2030,0,84.22084045,,2,147889.5313,1,39,15,0,
950,1,4,12,7,8,1,2020,2030,0,107.1886978,,1,138054,1,39,15,0,
970,1,4,12,2,3,1,1992,1996,0,52.50741959,,0,125504,1,39,15,0,
980,1,4,12,2,4,1,1996,2000,0,42.09070969,,0,125504,1,39,15,0,
981,1,4,12,2,14,1,2009,2015,2,23.95948029,98.91369629,0,150605,1,39,15,0,
982,1,4,12,2,15,1,2015,2020,2,23.33185959,93.12526703,0,145000,1,39,15,0,
983,1,4,12,2,16,1,2020,2025,2,22.76092911,88.56123352,0,145000,1,39,15,0,
984,1,4,12,2,17,1,2025,2030,2,22.1975708,84.22084045,0,145000,1,39,15,0,
985,1,4,12,2,18,1,2030,2035,2,21.64816093,80.09319305,0,145000,1,39,15,0,
986,1,4,12,2,19,1,2035,2040,2,21.11234093,76.16782379,0,145000,1,39,15,0,
987,1,4,12,2,20,1,2040,2045,2,20.58978081,72.43482208,0,145000,1,39,15,0,
988,1,4,12,2,21,1,2045,,2,20.0801506,68.8848114,0,145000,1,39,15,0,
990,1,4,12,10,6,1,2005,2009,0,198.4259949,,1,150604.7969,1,39,15,0,
991,1,4,12,10,14,1,2009,2015,0,219.9376984,,1,144329.5938,1,39,15,0,
992,1,4,12,10,15,1,2015,2020,0,189.7447052,,1,138054.4063,1,39,15,0,
993,1,4,12,10,16,1,2020,2025,0,185.0482941,,1,136799.3594,1,39,15,0,
994,1,4,12,10,17,1,2025,2030,0,180.4680939,,1,135544.3125,1,39,15,0,
995,1,4,12,10,18,1,2030,2035,0,176.001297,,1,134289.2813,1,39,15,0,
996,1,4,12,10,19,1,2035,2040,0,171.6450958,,1,133034.2344,1,39,15,0,
997,1,4,12,10,20,1,2040,2045,0,167.3966064,,1,131779.2031,1,39,15,0,
998,1,4,12,10,21,1,2045,,0,163.2532959,,1,131779.2031,1,39,15,0,
1000,1,4,12,5,6,1,2005,2009,0,65.23161316,,1,144329.5938,1,39,15,0,
1001,1,4,12,5,14,1,2009,2015,0,64.23043823,,1,138054.4063,1,39,15,0,
1002,1,4,12,5,15,1,2015,2020,0,62.37765884,,1,136799.3594,1,39,15,0,
1003,1,4,12,5,16,1,2020,2025,0,60.83374023,,1,135544.3125,1,39,15,0,
1004,1,4,12,5,17,1,2025,2030,0,59.32802963,,1,134289.2813,1,39,15,0,
1005,1,4,12,5,18,1,2030,2035,0,57.85958099,,1,133034.2344,1,39,15,0,
1006,1,4,12,5,19,1,2035,2040,0,56.42749023,,1,131779.2031,1,39,15,0,
1007,1,4,12,5,20,1,2040,2045,0,55.03084183,,1,131779.2031,1,39,15,0,
1008,1,4,12,5,21,1,2045,,0,53.66875076,,1,131779.2031,1,39,15,0,
1010,1,4,12,12,18,1,2030,2035,0,80.09319305,,2,140641.4688,1,39,15,0,
1030,1,4,12,12,19,1,2035,2040,0,76.16782379,,2,133748.6406,1,39,15,0,
1031,1,4,12,12,20,1,2040,2045,0,72.43482208,,2,130438.1953,1,39,15,0,
1040,1,4,12,2,5,1,2000,2005,0,42.15333176,,0,125504,1,39,15,0,
1041,1,4,12,8,7,1,1990,2005,0,59.51512146,,1,138054,1,39,15,0,
1050,1,4,13,10,6,1,2005,2009,0,178.537796,,1,150604.7969,1,65,15,0,
1051,1,4,13,10,14,1,2009,2015,0,175.7720947,,1,144329.5938,1,65,15,0,
1052,1,4,13,10,15,1,2015,2020,0,170.6976929,,1,138054.4063,1,65,15,0,
1053,1,4,13,10,16,1,2020,2025,0,166.472702,,1,136799.3594,1,65,15,0,
1054,1,4,13,10,17,1,2025,2030,0,162.3522949,,1,135544.3125,1,65,15,0,
1055,1,4,13,10,18,1,2030,2035,0,158.3338928,,1,134289.2813,1,65,15,0,
1056,1,4,13,10,19,1,2035,2040,0,154.4149017,,1,133034.2344,1,65,15,0,
1057,1,4,13,10,20,1,2040,2045,0,150.5930023,,1,131779.2031,1,65,15,0,
1058,1,4,13,10,21,1,2045,,0,146.8656006,,1,131779.2031,1,65,15,0,
1060,1,4,13,5,6,1,2005,2009,0,58.68352127,,1,144329.5938,1,65,15,0,
1061,1,4,13,5,14,1,2009,2015,0,57.7813797,,1,138054.4063,1,65,15,0,
1062,1,4,13,5,15,1,2015,2020,0,56.11605072,,1,136799.3594,1,65,15,0,
1063,1,4,13,5,16,1,2020,2025,0,54.72710037,,1,135544.3125,1,65,15,0,
1064,1,4,13,5,17,1,2025,2030,0,53.37253952,,1,134289.2813,1,65,15,0,
1065,1,4,13,5,18,1,2030,2035,0,52.05149841,,1,133034.2344,1,65,15,0,
1066,1,4,13,5,19,1,2035,2040,0,50.76316071,,1,131779.2031,1,65,15,0,
1067,1,4,13,5,20,1,2040,2045,0,49.50671005,,1,131779.2031,1,65,15,0,
1068,1,4,13,5,21,1,2045,,0,48.28136063,,1,131779.2031,1,65,15,0,
1110,1,4,12,7,7,1,2010,2020,0,78.84912109,,1,138054,1,39,15,0,
1111,1,4,12,7,9,1,2030,,0,101.9483032,,1,138054,1,39,15,0,
1121,1,4,12,2,15,1,2015,2020,0,38.30939102,,0,125504,1,39,15,0,
1122,1,4,12,2,16,1,2020,2025,0,37.37163162,,0,125504,1,39,15,0,
1123,1,4,12,2,17,1,2025,2030,0,36.44664001,,0,125504,1,39,15,0,
1124,1,4,12,2,18,1,2030,2035,0,35.54454041,,0,125504,1,39,15,0,
1125,1,4,12,2,19,1,2035,2040,0,34.66476822,,0,125504,1,39,15,0,
1126,1,4,12,2,20,1,2040,2045,0,33.80677032,,0,125504,1,39,15,0,
1127,1,4,12,2,21,1,2045,,0,32.97000885,,0,125504,1,39,15,0,
1130,1,4,12,2,6,1,2005,2009,0,40.11856079,,0,125504,1,39,15,0,
1131,1,4,12,8,8,1,2005,2020,0,54.83776093,,1,131779,1,39,15,0,
1132,1,4,12,2,6,1,2005,2009,1,32.094841,,1,145000,1,39,15,0,
1133,1,4,12,12,21,1,2045,,0,68.8848114,,2,127209.6875,1,39,15,0,
1134,1,4,12,13,13,1,2015,2020,0,240.7245941,,1,195746,1,39,15,0,
1135,1,4,12,13,13,1,2020,2025,0,228.9266968,,1,176939,1,39,15,0,
1136,1,4,12,13,13,1,2025,2030,0,217.7071075,,1,164061,1,39,15,0,
1137,1,4,12,13,13,1,2030,2035,0,207.0372009,,1,152120,1,39,15,0,
1138,1,4,12,13,13,1,2035,2040,0,196.8903961,,1,141048,1,39,15,0,
1139,1,4,12,13,13,1,2040,,0,187.240799,,1,130782,1,39,15,0,
1141,1,4,12,8,9,1,2020,,0,51.03174973,,1,131779,1,39,15,0,
1142,1,4,12,2,14,1,2009,2015,1,31.47163963,,1,138054,1,39,15,0,
1143,1,4,12,2,15,1,2015,2020,1,30.64724922,,1,138054,1,39,15,0,
1144,1,4,12,2,16,1,2020,2025,1,29.89731026,,1,138054,1,39,15,0,
1145,1,4,12,2,17,1,2025,2030,1,29.15731049,,1,138054,1,39,15,0,
1146,1,4,12,2,18,1,2030,2035,1,28.4356308,,1,138054,1,39,15,0,
1147,1,4,12,2,19,1,2035,2040,1,27.73181915,,1,138054,1,39,15,0,
1148,1,4,12,2,20,1,2040,2045,1,27.04541016,,1,138054,1,39,15,0,
1149,1,4,12,2,21,1,2045,,1,26.37601089,,1,138054,1,39,15,0,
1150,1,4,13,12,6,1,2005,2009,0,135.3677979,,2,225000,1,65,15,0,
1151,1,4,13,12,14,1,2009,2015,0,130.0337982,,2,207532.8438,1,65,15,0,
1152,1,4,13,2,1,1,1980,1993,0,37.85326004,,0,125504,1,65,15,0,
1153,1,4,13,2,14,1,2009,2015,0,35.39928818,,0,125504,1,65,15,0,
1155,1,4,13,12,15,1,2015,2020,0,122.424202,,2,183841.375,1,65,15,0,
1156,1,4,13,12,16,1,2020,2025,0,116.424202,,2,170460.7656,1,65,15,0,
1158,1,4,13,2,3,1,1992,1996,0,37.76227188,,0,125504,1,65,15,0,
1159,1,4,13,2,4,1,1996,2000,0,37.85005951,,0,125504,1,65,15,0,
1161,1,4,13,12,17,1,2025,2030,0,110.7182999,,2,158054.0313,1,65,15,0,
1162,1,4,13,12,18,1,2030,2035,0,105.2919998,,2,146550.3125,1,65,15,0,
1163,1,4,13,2,5,1,2000,2005,0,37.91276932,,0,125504,1,65,15,0,
1164,1,4,13,8,7,1,1990,2005,0,42.54090118,,0,138054,1,65,15,0,
1166,1,4,13,2,6,1,2005,2009,0,36.09135056,,0,125504,1,65,15,0,
1167,1,4,13,8,8,1,2005,2020,0,42.53955078,,0,131779,1,65,15,0,
1168,1,4,13,2,6,1,2005,2009,1,37.89163971,,0,138054,1,65,15,0,
1169,1,4,13,12,19,1,2035,2040,0,100.1315994,,2,139367.8906,1,65,15,0,
1170,1,4,13,13,13,1,2015,2020,0,240.7245941,,1,195746,1,65,15,0,
1171,1,4,13,2,15,1,2015,2020,0,34.46350861,,0,125504,1,65,15,0,
1172,1,4,13,2,16,1,2020,2025,0,33.62017822,,0,125504,1,65,15,0,
1173,1,4,13,2,17,1,2025,2030,0,32.78804016,,0,125504,1,65,15,0,
1174,1,4,13,2,18,1,2030,2035,0,31.97649956,,0,125504,1,65,15,0,
1175,1,4,13,2,19,1,2035,2040,0,31.18503952,,0,125504,1,65,15,0,
1176,1,4,13,2,20,1,2040,2045,0,30.41316986,,0,125504,1,65,15,0,
1177,1,4,13,2,21,1,2045,,0,29.66040993,,0,125504,1,65,15,0,
1179,1,4,13,8,9,1,2020,,0,39.59516144,,0,131779,1,65,15,0,
1180,1,4,13,2,14,1,2009,2015,1,37.19800186,,0,138054,1,65,15,0,
1181,1,4,13,2,15,1,2015,2020,1,36.23894119,,0,138054,1,65,15,0,
1182,1,4,13,2,16,1,2020,2025,1,35.35282135,,0,138054,1,65,15,0,
1183,1,4,13,2,17,1,2025,2030,1,34.47779846,,0,138054,1,65,15,0,
1184,1,4,13,2,18,1,2030,2035,1,33.62443161,,0,138054,1,65,15,0,
1185,1,4,13,2,19,1,2035,2040,1,32.79217911,,0,138054,1,65,15,0,
1186,1,4,13,2,20,1,2040,2045,1,31.98053932,,0,138054,1,65,15,0,
1187,1,4,13,2,21,1,2045,,1,31.1889801,,0,138054,1,65,15,0,
1188,1,4,13,12,20,1,2040,2045,0,95.22416687,,2,132537.4688,1,65,15,0,
1189,1,4,13,12,21,1,2045,,0,90.55725098,,2,126041.8125,1,65,15,0,
1190,1,4,13,13,13,1,2020,2025,0,329.1608887,,1,176939,1,65,15,0,
1191,1,4,13,13,13,1,2025,2030,0,313.0286865,,1,164061,1,65,15,0,
1192,1,4,13,13,13,1,2030,2035,0,297.6871948,,1,152120,1,65,15,0,
1193,1,4,13,13,13,1,2035,2040,0,283.0975952,,1,141048,1,65,15,0,
1194,1,4,13,13,13,1,2040,,0,269.2229919,,1,130782,1,65,15,0,
1200,1,5,21,2,1,2,1980,1995,0,13.16088009,,0,21000,1,2.5,10,0,
1220,1,5,21,2,14,2,2009,2015,0,8.935043335,,0,21000,1,2.5,10,0,
1221,1,5,21,2,14,2,2009,2015,1,6.252325058,,0,28600,1,2.5,10,0,
1222,1,5,21,2,15,2,2015,2020,1,5.761575222,,0,23210,1,2.5,10,0,
1223,1,5,21,2,16,2,2020,2025,1,5.348844051,,0,23210,1,2.5,10,0,
1224,1,5,21,2,17,2,2025,2030,1,4.959535122,,0,23210,1,2.5,10,0,
1225,1,5,21,2,18,2,2030,2035,1,4.598563194,,0,23210,1,2.5,10,0,
1226,1,5,21,2,19,2,2035,2040,1,4.263863087,,0,23210,1,2.5,10,0,
1227,1,5,21,2,20,2,2040,2045,1,3.953524113,,0,23210,1,2.5,10,0,
1228,1,5,21,2,21,2,2045,,1,3.665772915,,0,23210,1,2.5,10,0,
1230,1,5,21,7,6,2,2005,2009,0,12.64608955,,1,24200,1,2.5,10,0,
1240,1,5,21,5,5,2,2001,2005,0,20.65896988,,0,24200,1,2.5,10,0,
1250,1,5,21,10,6,2,2005,2009,0,46.29077911,,1,26400,1,2.5,10,0,
1251,1,5,21,10,14,2,2009,2015,0,43.31727982,,1,25300,1,2.5,10,0,
1252,1,5,21,10,15,2,2015,2020,0,39.55155182,,1,24200,1,2.5,10,0,
1253,1,5,21,10,16,2,2020,2025,0,36.67285156,,1,23980,1,2.5,10,0,
1254,1,5,21,10,17,2,2025,2030,0,34.00366974,,1,23760,1,2.5,10,0,
1255,1,5,21,10,18,2,2030,2035,0,31.52877045,,1,23540,1,2.5,10,0,
1256,1,5,21,10,19,2,2035,2040,0,29.23398972,,1,23320,1,2.5,10,0,
1257,1,5,21,10,20,2,2040,2045,0,27.10623932,,1,23100,1,2.5,10,0,
1258,1,5,21,10,21,2,2045,,0,25.13335991,,1,23100,1,2.5,10,0,
1260,1,5,21,5,6,2,2005,2009,0,15.22148991,,1,25300,1,2.5,10,0,
1261,1,5,21,5,14,2,2009,2015,0,14.24034977,,1,24200,1,2.5,10,0,
1262,1,5,21,5,15,2,2015,2020,0,13.00238037,,1,23980,1,2.5,10,0,
1263,1,5,21,5,16,2,2020,2025,0,12.05603027,,1,23760,1,2.5,10,0,
1264,1,5,21,5,17,2,2025,2030,0,11.17854023,,1,23540,1,2.5,10,0,
1265,1,5,21,5,18,2,2030,2035,0,10.36493015,,1,23320,1,2.5,10,0,
1266,1,5,21,5,19,2,2035,2040,0,9.610536575,,1,23100,1,2.5,10,0,
1267,1,5,21,5,20,2,2040,2045,0,8.911046982,,1,23100,1,2.5,10,0,
1268,1,5,21,5,21,2,2045,,0,8.262469292,,1,23100,1,2.5,10,0,
1280,1,5,21,12,15,2,2015,2020,0,37.12686157,,2,30000,1,2.5,10,0,
1300,1,5,21,12,5,2,2001,2005,0,53.7620697,,2,44000,1,2.5,10,0,
1301,1,5,21,2,14,2,2009,2015,2,5.440587044,46.98699951,1,30000,1,2.5,10,0,
1302,1,5,21,2,15,2,2015,2020,2,5.107561111,42.91362,1,26400,1,2.5,10,0,
1303,1,5,21,2,16,2,2020,2025,2,4.735814095,39.79021072,1,25300,1,2.5,10,0,
1304,1,5,21,2,17,2,2025,2030,2,4.391126156,36.89413834,1,25300,1,2.5,10,0,
1305,1,5,21,2,18,2,2030,2035,2,4.071524143,34.20885849,1,25300,1,2.5,10,0,
1306,1,5,21,2,19,2,2035,2040,2,3.775183916,31.71902084,1,25300,1,2.5,10,0,
1307,1,5,21,2,20,2,2040,2045,2,3.500412941,29.41040039,1,25300,1,2.5,10,0,
1308,1,5,21,2,21,2,2045,,2,3.295145988,27.26980019,1,25300,1,2.5,10,0,
1320,1,5,21,2,3,2,1994,1998,0,12.96317005,,0,21000,1,2.5,10,0,
1340,1,5,21,2,4,2,1998,2001,0,11.94950008,,0,21000,1,2.5,10,0,
1360,1,5,21,12,6,2,2005,2009,0,45.94057083,,2,44000,1,2.5,10,0,
1365,1,5,21,12,14,2,2009,2015,0,40.65095901,,2,35000,1,2.5,10,0,
1370,1,5,21,13,13,2,2020,2025,0,208.6799927,,2,40000,1,2.5,10,0,
1371,1,5,21,13,13,2,2025,2030,0,179.1999969,,2,35000,1,2.5,10,0,
1372,1,5,21,13,13,2,2030,2035,0,153.8899994,,2,30000,1,2.5,10,0,
1373,1,5,21,13,13,2,2035,2040,0,132.1499939,,2,30000,1,2.5,10,0,
1374,1,5,21,13,13,2,2040,2045,0,113.4800034,,2,30000,1,2.5,10,0,
1375,1,5,21,13,13,2,2045,,0,97.44999695,,2,30000,1,2.5,10,0,
1390,1,5,21,2,5,2,2001,2005,0,10.85811996,,0,21000,1,2.5,10,0,
1391,1,5,21,8,6,2,2005,2009,0,11.77647972,,0,24200,1,2.5,10,0,
1410,1,5,21,1,1,2,1980,1995,0,16.33090973,,0,21000,1,2.5,10,0,
1440,1,5,21,12,16,2,2020,2025,0,34.42462921,,2,28000,1,2.5,10,0,
1450,1,5,21,1,3,2,1994,1998,0,15.64791965,,0,21000,1,2.5,10,0,
1451,1,5,21,1,4,2,1998,2001,0,14.52036953,,0,21000,1,2.5,10,0,
1452,1,5,21,1,5,2,2001,2005,0,12.65614033,,0,21000,1,2.5,10,0,
1453,1,5,21,1,6,2,2005,2009,0,11.61678982,,0,21000,1,2.5,10,0,
1460,1,5,21,2,6,2,2005,2009,0,10.06597996,,0,21000,1,2.5,10,0,
1461,1,5,21,8,14,2,2009,2015,0,10.45084953,,0,24200,1,2.5,10,0,
1462,1,5,21,2,6,2,2005,2009,1,6.982498169,,0,33000,1,2.5,10,0,
1463,1,5,21,12,17,2,2025,2030,0,31.91909027,,2,27000,1,2.5,10,0,
1464,1,5,21,2,15,2,2015,2020,0,8.231151581,,0,21000,1,2.5,10,0,
1465,1,5,21,2,16,2,2020,2025,0,7.64120388,,0,21000,1,2.5,10,0,
1466,1,5,21,2,17,2,2025,2030,0,7.08505106,,0,21000,1,2.5,10,0,
1467,1,5,21,2,18,2,2030,2035,0,6.569376945,,0,21000,1,2.5,10,0,
1468,1,5,21,2,19,2,2035,2040,0,6.091235161,,0,21000,1,2.5,10,0,
1469,1,5,21,2,20,2,2040,2045,0,5.647891998,,0,21000,1,2.5,10,0,
1470,1,5,21,2,21,2,2045,,0,5.23681879,,0,21000,1,2.5,10,0,
1471,1,5,21,1,14,2,2009,2015,0,10.66559029,,1,21000,1,2.5,10,0,
1472,1,5,21,1,15,2,2015,2020,0,9.828445435,,1,21000,1,2.5,10,0,
1473,1,5,21,1,16,2,2020,2025,0,9.124379158,,1,21000,1,2.5,10,0,
1474,1,5,21,1,17,2,2025,2030,0,8.460276604,,1,21000,1,2.5,10,0,
1475,1,5,21,1,18,2,2030,2035,0,7.844508171,,1,21000,1,2.5,10,0,
1476,1,5,21,1,19,2,2035,2040,0,7.273557186,,1,21000,1,2.5,10,0,
1477,1,5,21,1,20,2,2040,2045,0,6.744162083,,1,21000,1,2.5,10,0,
1478,1,5,21,1,21,2,2045,,0,6.253299236,,1,21000,1,2.5,10,0,
1480,1,5,21,8,15,2,2015,2020,0,8.284564018,,0,23100,1,2.5,10,0,
1481,1,5,21,8,16,2,2020,2025,0,7.681582928,,0,23100,1,2.5,10,0,
1482,1,5,21,8,17,2,2025,2030,0,7.122490883,,0,23100,1,2.5,10,0,
1483,1,5,21,8,18,2,2030,2035,0,6.604092121,,0,23100,1,2.5,10,0,
1484,1,5,21,8,19,2,2035,2040,0,6.123422146,,0,23100,1,2.5,10,0,
1485,1,5,21,8,20,2,2040,2045,0,5.677739143,,0,23100,1,2.5,10,0,
1486,1,5,21,8,21,2,2045,,0,5.264492989,,0,23100,1,2.5,10,0,
1510,1,5,21,7,14,2,2009,2015,0,11.65579987,,1,24200,1,2.5,10,0,
1511,1,5,21,7,15,2,2015,2020,0,8.444359779,,1,24200,1,2.5,10,0,
1512,1,5,21,7,16,2,2020,2025,0,7.829751015,,1,24200,1,2.5,10,0,
1513,1,5,21,7,17,2,2025,2030,0,7.259873867,,1,24200,1,2.5,10,0,
1514,1,5,21,7,18,2,2030,2035,0,6.731474876,,1,24200,1,2.5,10,0,
1515,1,5,21,7,19,2,2035,2040,0,6.241535187,,1,24200,1,2.5,10,0,
1516,1,5,21,7,20,2,2040,2045,0,5.787253857,,1,24200,1,2.5,10,0,
1517,1,5,21,7,21,2,2045,,0,5.366037846,,1,24200,1,2.5,10,0,
1520,1,5,22,2,1,2,1980,1993,0,26.3451004,,0,55000,1,8,7,0,
1530,1,5,22,2,14,2,2009,2015,0,22.02563095,,0,55000,1,8,7,0,
1540,1,5,22,10,6,2,2005,2009,0,147.5223999,,1,66000,1,8,7,0,
1541,1,5,22,10,14,2,2009,2015,0,142.274704,,1,63250,1,8,7,0,
1542,1,5,22,10,15,2,2015,2020,0,117.5164032,,1,60500,1,8,7,0,
1543,1,5,22,10,16,2,2020,2025,0,108.9632034,,1,59950,1,8,7,0,
1544,1,5,22,10,17,2,2025,2030,0,101.0325012,,1,59400,1,8,7,0,
1545,1,5,22,10,18,2,2030,2035,0,93.67894745,,1,58850,1,8,7,0,
1546,1,5,22,10,19,2,2035,2040,0,86.86065674,,1,58300,1,8,7,0,
1547,1,5,22,10,20,2,2040,2045,0,80.53864288,,1,57750,1,8,7,0,
1548,1,5,22,10,21,2,2045,,0,74.67675781,,1,57750,1,8,7,0,
1550,1,5,22,5,5,2,2000,2005,0,46.05905914,,1,66000,1,8,7,0,
1551,1,5,22,5,6,2,2005,2009,0,48.44264984,,1,63250,1,8,7,0,
1552,1,5,22,5,14,2,2009,2015,0,46.76435089,,1,60500,1,8,7,0,
1553,1,5,22,5,15,2,2015,2020,0,38.63296127,,1,59950,1,8,7,0,
1554,1,5,22,5,16,2,2020,2025,0,35.82112122,,1,59400,1,8,7,0,
1555,1,5,22,5,17,2,2025,2030,0,33.21392822,,1,58850,1,8,7,0,
1556,1,5,22,5,18,2,2030,2035,0,30.7965107,,1,58300,1,8,7,0,
1557,1,5,22,5,19,2,2035,2040,0,28.55503082,,1,57750,1,8,7,0,
1558,1,5,22,5,20,2,2040,2045,0,26.47669029,,1,57750,1,8,7,0,
1559,1,5,22,5,21,2,2045,,0,24.54962921,,1,57750,1,8,7,0,
1560,1,5,22,2,3,2,1992,1996,0,26.32255936,,0,55000,1,8,7,0,
1570,1,5,22,2,4,2,1996,2000,0,26.02857018,,0,55000,1,8,7,0,
1590,1,5,22,2,5,2,2000,2005,0,25.10553932,,0,55000,1,8,7,0,
1591,1,5,22,8,6,2,2005,2009,0,28.48855972,,1,60500,1,8,7,0,
1592,1,5,22,8,14,2,2009,2020,0,26.97962952,,1,57750,1,8,7,0,
1593,1,5,22,13,13,2,2020,2025,0,208.6849976,,1,82500,1,8,7,0,
1594,1,5,22,13,13,2,2025,2030,0,161.3211975,,1,71500,1,8,7,0,
1595,1,5,22,13,13,2,2030,2035,0,138.5319977,,1,66000,1,8,7,0,
1596,1,5,22,13,13,2,2035,2040,0,118.9621964,,1,63250,1,8,7,0,
1597,1,5,22,13,13,2,2040,2045,0,102.1568985,,1,63250,1,8,7,0,
1598,1,5,22,13,13,2,2045,,0,87.72557831,,1,63250,1,8,7,0,
1599,1,5,21,12,18,2,2030,2035,0,29.59589958,,2,25000,1,2.5,10,0,
1600,1,5,21,12,19,2,2035,2040,0,27.44179916,,2,24000,1,2.5,10,0,
1601,1,5,21,12,20,2,2040,2045,0,25.44449997,,2,23000,1,2.5,10,0,
1602,1,5,21,12,21,2,2045,,0,23.59255981,,2,22000,1,2.5,10,0,
1603,1,5,22,12,7,2,2015,2025,0,93.46634674,,2,75000,1,8,7,0,
1604,1,5,22,12,8,2,2025,2035,0,80.35587311,,2,61280.46094,1,8,7,0,
1605,1,5,22,12,9,2,2035,,0,69.08438873,,2,55420.94922,1,8,7,0,
1610,1,5,22,2,6,2,2005,2009,0,23.33934975,,0,55000,1,8,7,0,
1611,1,5,22,8,16,2,2020,2030,0,23.03758049,,1,57750,1,8,7,0,
1612,1,5,22,2,14,2,2009,,1,14.23093033,,0,60500,1,8,7,0,
1613,1,5,22,14,6,2,2010,,0,87.02770996,,1,71500,1,8,7,0,
1614,1,5,22,8,18,2,2030,,0,19.80611038,,1,57750,1,8,7,0,
1615,1,5,22,2,15,2,2015,2020,0,20.28185081,,0,55000,1,8,7,0,
1616,1,5,22,2,16,2,2020,2025,0,18.82423019,,0,55000,1,8,7,0,
1617,1,5,22,2,17,2,2025,2030,0,17.45413971,,0,55000,1,8,7,0,
1618,1,5,22,2,18,2,2030,2035,0,16.18375969,,0,55000,1,8,7,0,
1619,1,5,22,2,19,2,2035,2040,0,15.00584984,,0,55000,1,8,7,0,
1620,1,5,22,2,20,2,2040,2045,0,13.91366959,,0,55000,1,8,7,0,
1621,1,5,22,2,21,2,2045,,0,12.90098953,,0,55000,1,8,7,0,
1630,1,5,23,2,1,2,1980,1993,0,38.51263046,,0,100000,1,12,7,0,
1640,1,5,23,2,14,2,2009,2015,0,32.19110107,,0,100000,1,12,7,0,
1650,1,5,23,2,3,2,1992,1996,0,38.47119904,,0,100000,1,12,7,0,
1660,1,5,23,2,4,2,1996,2000,0,38.04151917,,0,100000,1,12,7,0,
1670,1,5,23,2,5,2,2000,2005,0,36.69247818,,0,100000,1,12,7,0,
1671,1,5,23,8,6,2,2005,2009,0,43.75191116,,1,110000,1,12,7,0,
1675,1,5,23,2,14,2,2009,2020,1,20.97422981,,0,105000,1,12,7,0,
1680,1,5,23,8,14,2,2009,2020,0,41.40307999,,1,105000,1,12,7,0,
1681,1,5,23,13,13,2,2020,2025,0,260.8562012,,1,130000,1,12,7,0,
1682,1,5,23,2,6,2,2005,2009,0,34.11114883,,0,100000,1,12,7,0,
1683,1,5,23,8,16,2,2020,2030,0,35.35361099,,1,105000,1,12,7,0,
1684,1,5,23,2,16,2,2020,,1,17.87297058,,0,105000,1,12,7,0,
